fecha_csv,fecha_auditoria,mismo_dia,semilla,retailer,item_id,product_name,categoria_comun,on_sale,url_abierta,estado,price,regular_price,card_price,seller_name,precio_pantalla,precios_visibles,precio_tarjeta_pantalla,precio_ldjson,vendedor_pantalla,vendedor_ldjson,concuerda_price,magnitud_discrepancia,regular_visible,card_visible,precio_menor_visible,vendedor_es_cadena,segundos,nota
2026-09-23,2026-09-23,True,20260921,metro,39195897,Tiras de Pechuga de Pollo San Fernando 300g Empanizado Deditos de Pollo San Fernando 300g,carnes,False,https://www.metro.pe/tiras-de-pechuga-de-pollo-san-fernando-300g-935135/p,ok,16.99,16.99,,CENCOSUD RETAIL PERU S.A.,16.99,16.99,,16.99,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.8,
2026-09-23,2026-09-23,True,20260921,metro,39200461,Bebida Frugos Fresh Manzana Botella 500ml,bebidas,False,https://www.metro.pe/bebida-frugos-fresh-manzana-botella-500ml-956883001/p,ok,1.7,1.7,,CENCOSUD RETAIL PERU S.A.,1.7,1.70,,1.7,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.4,
2026-09-23,2026-09-23,True,20260921,metro,39227627,Torta Selva Negra Chocolate 16 Porciones,panaderia,False,https://www.metro.pe/torta-selva-negra-de-chocolate-16-porciones-526839-2/p,ok,62.9,62.9,,CENCOSUD RETAIL PERU S.A.,62.9,62.90,,62.9,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,39229833,Berenjena Baby Ecologic 3un,frutas_verduras,False,https://www.metro.pe/berenjena-baby-ecologic-3un-956396-2/p,ok,6.5,6.5,,CENCOSUD RETAIL PERU S.A.,6.5,6.50,,6.5,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.4,
2026-09-23,2026-09-23,True,20260921,metro,39233308,Leche Reconstituida Gloria Lata 390g,lacteos,False,https://www.metro.pe/leche-reconstituida-gloria-lata-390g-975288/p,ok,4.5,4.5,4.28,CENCOSUD RETAIL PERU S.A.,4.5,4.28;4.50,4.28,4.5,,CENCOSUD RETAIL PERU S.A.,True,,,True,4.28,True,8.2,
2026-09-23,2026-09-23,True,20260921,metro,39238944,Emoliente de Frutos Rojos Naturandes 150g,desayuno,False,https://www.metro.pe/emoliente-de-frutos-rojos-naturandes-150g-2/p,ok,11.1,11.1,,CENCOSUD RETAIL PERU S.A.,11.1,11.10,,11.1,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,9.0,
2026-09-23,2026-09-23,True,20260921,metro,39244393,Coctel De Café Cream Love Botella 750 ml,licores,False,https://www.metro.pe/coctel-de-cafe-cream-love-botella-750-ml/p,ok,29.9,29.9,28.41,CENCOSUD RETAIL PERU S.A.,29.9,28.40;29.90,28.4,29.9,,CENCOSUD RETAIL PERU S.A.,True,,,False,28.4,True,9.3,
2026-09-23,2026-09-23,True,20260921,metro,39255221,Helado de Maracuyá Dulce Pasión 5L,congelados,False,https://www.metro.pe/helado-de-maracuya-dulce-pasion-5l-416438/p,ok,99.9,99.9,,CENCOSUD RETAIL PERU S.A.,99.9,99.90,,99.9,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.6,
2026-09-23,2026-09-23,True,20260921,metro,39257216,Queso Mozzarella Cuisine & Co Bola 200g,lacteos,False,https://www.metro.pe/queso-mozzarella-cuisine-co-bola-200g-2/p,ok,13.9,13.9,13.21,CENCOSUD RETAIL PERU S.A.,13.9,13.21;13.90,13.21,13.9,,CENCOSUD RETAIL PERU S.A.,True,,,True,13.21,True,9.0,
2026-09-23,2026-09-23,True,20260921,metro,39257536,Langostinos Precocidos Sin Cáscara Cuisine & Co Medianos 200g,carnes,False,https://www.metro.pe/langostinos-precocidos-sin-cascara-cuisine-co-medianos-200g-991677/p,ok,18.5,18.5,,CENCOSUD RETAIL PERU S.A.,18.5,18.50,,18.5,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,9.9,
2026-09-23,2026-09-23,True,20260921,metro,39257597,Papa Recta Cuisine & Co 400g,frutas_verduras,True,https://www.metro.pe/papa-recta-cuisine-co-400g-996456/p,ok,5.5,6.9,,CENCOSUD RETAIL PERU S.A.,5.5,5.50;6.90,,5.5,,CENCOSUD RETAIL PERU S.A.,True,,True,,,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,39258682,Gelatina Sin Azúcar Cuisine & Co Sabor Piña 19g,abarrotes,False,https://www.metro.pe/gelatina-sin-azucar-cuisine-co-sabor-pina-19g-1001766/p,ok,3.5,3.5,,CENCOSUD RETAIL PERU S.A.,3.5,3.50,,3.5,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.1,
2026-09-23,2026-09-23,True,20260921,metro,39260837,Pierna de Cerdo Deshuesada a la Pimienta Ahuma 500g,preparados,False,https://www.metro.pe/pierna-de-cerdo-deshuesada-a-la-pimienta-ahuma-500g-904769/p,ok,45.9,45.9,,CENCOSUD RETAIL PERU S.A.,45.9,45.90,,45.9,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.6,
2026-09-23,2026-09-23,True,20260921,metro,39272404,Chocolate con Leche Nestlé Classic 80g,abarrotes,True,https://www.metro.pe/chocolate-con-leche-nestl-classic-80g-1014131/p,ok,8.9,9.9,,CENCOSUD RETAIL PERU S.A.,8.9,8.90;9.90,,8.9,,CENCOSUD RETAIL PERU S.A.,True,,True,,,True,8.7,
2026-09-23,2026-09-23,True,20260921,metro,39302413,Sandwich Doble Huevo y Tocino x un,panaderia,False,https://www.metro.pe/sandwich-doble-huevo-y-tocino-x-un-1029728/p,ok,9.9,9.9,,CENCOSUD RETAIL PERU S.A.,9.9,9.90,,9.9,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.4,
2026-09-23,2026-09-23,True,20260921,metro,39303434,Sixpack Filete de Atún en Agua Metro 140g,abarrotes,False,https://www.metro.pe/sixpack-filete-de-at-n-en-agua-metro-140g-1030640/p,ok,26.9,26.9,24.21,CENCOSUD RETAIL PERU S.A.,26.9,24.21;26.90,24.21,26.9,,CENCOSUD RETAIL PERU S.A.,True,,,True,24.21,True,9.0,
2026-09-23,2026-09-23,True,20260921,metro,39310626,Bebida Instantánea Winter's Granos Andinos 180g,desayuno,False,https://www.metro.pe/bebida-instant-nea-winter-s-granos-andinos-180g-1037960/p,ok,11.5,11.5,,CENCOSUD RETAIL PERU S.A.,11.5,11.50,,11.5,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,9.5,
2026-09-23,2026-09-23,True,20260921,metro,39316533,Papas en Hojuelas Papi Ricas Pollo Brasa 140g,abarrotes,False,https://www.metro.pe/papas-en-hojuelas-papi-ricas-pollo-brasa-140g-1043564/p,ok,6.2,6.2,5.58,CENCOSUD RETAIL PERU S.A.,6.2,5.58;6.20,5.58,6.2,,CENCOSUD RETAIL PERU S.A.,True,,,True,5.58,True,8.1,
2026-09-23,2026-09-23,True,20260921,metro,39319902,Gaseosa Guaraná Sabor Piña Botella 3L,bebidas,True,https://www.metro.pe/gaseosa-guaran-sabor-pi-a-botella-3l-1047027/p,ok,6.9,7.9,6.56,CENCOSUD RETAIL PERU S.A.,6.9,6.56;6.90;7.90,6.56,6.9,,CENCOSUD RETAIL PERU S.A.,True,,True,True,6.56,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,39326338,Queque de Arándanos y Naranja Momenti 500g,panaderia,True,https://www.metro.pe/queque-de-ar-ndanos-y-naranja-momenti-500g-1054100/p,ok,14.9,29.9,,CENCOSUD RETAIL PERU S.A.,14.9,14.90;29.90,,14.9,,CENCOSUD RETAIL PERU S.A.,True,,True,,,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,39336010,Crema de Rocoto Alacena Uchucuta Botella 334.5g,abarrotes,True,https://www.metro.pe/crema-de-rocoto-alacena-uchucuta-botella-334-5g-1064359/p,ok,13.2,15.0,,CENCOSUD RETAIL PERU S.A.,13.2,13.20;15.00,,13.2,,CENCOSUD RETAIL PERU S.A.,True,,True,,,True,8.4,
2026-09-23,2026-09-23,True,20260921,metro,39337509,Tortillas de Trigo Clásicas Unión 10un,desayuno,True,https://www.metro.pe/tortillas-de-trigo-cl-sicas-uni-n-10un-1066095/p,ok,7.5,8.0,6.75,CENCOSUD RETAIL PERU S.A.,7.5,6.75;7.50;8.00,6.75,7.5,,CENCOSUD RETAIL PERU S.A.,True,,True,True,6.75,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,39337606,Salchicha Vienesa Especial Casa Europa 720g,quesos_fiambres,False,https://www.metro.pe/salchicha-vienesa-especial-casa-europa-720g-1066146/p,ok,23.9,23.9,22.71,CENCOSUD RETAIL PERU S.A.,23.9,22.71;23.90,22.71,23.9,,CENCOSUD RETAIL PERU S.A.,True,,,True,22.71,True,10.0,
2026-09-23,2026-09-23,True,20260921,metro,39337917,Fettuccine Cuisine & Co 500g,abarrotes,True,https://www.metro.pe/fettuccine-cuisine-co-500g-1062780/p,ok,5.9,6.9,5.31,CENCOSUD RETAIL PERU S.A.,5.15,4.64;5.15;6.90,4.64,5.15,,CENCOSUD RETAIL PERU S.A.,False,-0.1271186440677966,True,False,,True,9.0,
2026-09-23,2026-09-23,True,20260921,metro,39338136,Sixpack x3 Galleta Tentación Coco 43g,abarrotes,False,https://www.metro.pe/sixpack-x3-galleta-tentacion-coco-43g-1066823/p,ok,16.2,16.2,14.9,CENCOSUD RETAIL PERU S.A.,16.2,14.90;16.20,14.9,16.2,,CENCOSUD RETAIL PERU S.A.,True,,,True,14.9,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,39340462,Mayonesa La Panka 200g,preparados,False,https://www.metro.pe/mayonesa-la-panka-200g-1069231/p,ok,10.9,10.9,,CENCOSUD RETAIL PERU S.A.,10.9,10.90,,10.9,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.1,
2026-09-23,2026-09-23,True,20260921,metro,4626,Pisco Puro Moscatel Finca Rotondo Botella 750ml,licores,True,https://www.metro.pe/pisco-puro-moscatel-finca-rotondo-botella-750ml-160567005-2/p,ok,33.9,49.9,32.21,CENCOSUD RETAIL PERU S.A.,33.9,32.21;33.90;49.90,32.21,33.9,,CENCOSUD RETAIL PERU S.A.,True,,True,True,32.21,True,9.1,
2026-09-23,2026-09-23,True,20260921,metro,4972,Vino Tinto Cabernet Sauvignon Don Luis Cousiño-Macul Botella 750ml,licores,True,https://www.metro.pe/vino-tinto-cabernet-sauvignon-don-luis-cousino-macul-botella-750ml-2-2/p,ok,32.9,36.9,,CENCOSUD RETAIL PERU S.A.,32.9,32.90;36.90,,32.9,,CENCOSUD RETAIL PERU S.A.,True,,True,,,True,9.2,
2026-09-23,2026-09-23,True,20260921,metro,4999,Vino Tinto Cabernet Sauvignon Escorihuela Gascón Botella 750ml,licores,False,https://www.metro.pe/vino-tinto-cabernet-sauvignon-escorihuela-gascon-botella-750ml-2-2/p,ok,65.9,65.9,,CENCOSUD RETAIL PERU S.A.,65.9,65.90,,65.9,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,9.7,
2026-09-23,2026-09-23,True,20260921,metro,5176,Vino Tinto Santiago Queirolo Magdalena Pack 2 Unid x 750 ml,licores,True,https://www.metro.pe/vino-tinto-santiago-queirolo-magdalena-pack-2-unid-x-750-ml-2/p,ok,26.9,31.9,,CENCOSUD RETAIL PERU S.A.,26.9,26.90;31.90,,26.9,,CENCOSUD RETAIL PERU S.A.,True,,True,,,True,8.1,
2026-09-23,2026-09-23,True,20260921,metro,586,Lentejón Costeño 500g,abarrotes,False,https://www.metro.pe/lentejon-costeno-500g-37516/p,ok,7.0,7.0,6.3,CENCOSUD RETAIL PERU S.A.,7.0,6.30;7.00,6.3,7.0,,CENCOSUD RETAIL PERU S.A.,True,,,True,6.3,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,8467,Sixpack Leche con Avena y Canela Gloria Acti Avena Caja 180ml,lacteos,False,https://www.metro.pe/sixpack-leche-con-avena-y-canela-gloria-acti-avena-caja-180ml-479215001/p,ok,11.9,11.9,11.31,CENCOSUD RETAIL PERU S.A.,11.9,11.31;11.90,11.31,11.9,,CENCOSUD RETAIL PERU S.A.,True,,,True,11.31,True,8.5,
2026-09-23,2026-09-23,True,20260921,metro,9173,Agua Carbonatada Sanpellegrino Limonata Lata 330ml,bebidas,False,https://www.metro.pe/agua-carbonatada-sanpellegrino-limonata-lata-330ml-394521/p,ok,7.5,7.5,,CENCOSUD RETAIL PERU S.A.,7.5,7.50,,7.5,,CENCOSUD RETAIL PERU S.A.,True,,,,,True,8.3,
2026-09-23,2026-09-23,True,20260921,metro,9899,Hot Dog Braedt 200g Hot Dog Braedt Paquete 200 g,quesos_fiambres,False,https://www.metro.pe/hot-dog-braedt-paquete-200-g-2-2/p,sin_producto,7.2,7.2,6.84,CENCOSUD RETAIL PERU S.A.,,,,7.2,,CENCOSUD RETAIL PERU S.A.,,,,,,,8.5,el nombre del producto no aparece en la pantalla
2026-09-23,2026-09-23,True,20260921,plaza_vea,10036025,Azúcar Blanca BELL'S Bolsa 5Kg,abarrotes,False,https://www.plazavea.com.pe/azucar-blanca-bells-bolsa-5kg/p,ok,22.5,22.5,,Plaza Vea,22.5,22.50,,,Plaza Vea,,True,,,,,True,7.4,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10053454,Helado D'ONOFRIO PEZIDURI Choco Lúcuma Pote x 2.2L,congelados,True,https://www.plazavea.com.pe/helado-donofrio-peziduri-choco-lucuma-pote-x-22l-20205483/p,ok,16.7,21.9,,Plaza Vea,16.7,21.90;16.70,,,Plaza Vea,,True,,True,,,True,7.8,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10056146,Torta 3 Leches Vainilla Chica LA FLORENCIA x und.,panaderia,False,https://www.plazavea.com.pe/torta-3-leches-vainilla-pequena/p,ok,49.9,49.9,,Plaza Vea,49.9,49.90,,,Plaza Vea,,True,,,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10060124,Chifles Norteño MILYS Bolsa 250g,abarrotes,False,https://www.plazavea.com.pe/chifles-norteno-milys-bolsa-250g/p,ok,10.9,10.9,,Plaza Vea,10.9,10.90,,,Plaza Vea,,True,,,,,True,7.0,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10193903,Berros Hidropónicos BELL'S Bandeja,frutas_verduras,False,https://www.plazavea.com.pe/berros-hidroponicos-bells-bandeja/p,ok,6.5,6.5,,Plaza Vea,6.5,6.50,,,Plaza Vea,,True,,,,,True,8.0,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10246563,Whisky CHIVAS REGAL 18 Años Botella 700ml,licores,True,https://www.plazavea.com.pe/whisky-chivas-regal-18-anos-botella-700ml/p,ok,296.9,369.9,,Plaza Vea,296.9,369.90;296.90,,,Plaza Vea,,True,,True,,,True,6.8,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10263577,Café Tostado en Grano ALTOMAYO Gourmet Bolsa 250g,desayuno,False,https://www.plazavea.com.pe/cafe-tostado-en-grano-altomayo-gourmet-bolsa-250g/p,ok,26.2,26.2,,Plaza Vea,26.2,26.20,,,Plaza Vea,,True,,,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10283233,Ensalada Rusa LA FLORENCIA Bandeja 500g,preparados,False,https://www.plazavea.com.pe/ensalada-rusa-la-florencia-bandeja-500g-20209112/p,ok,12.9,12.9,,Plaza Vea,12.9,12.90,,,Plaza Vea,,True,,,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10311496,Café Liofilizado JUAN VALDEZ Regular Frasco 50g,desayuno,True,https://www.plazavea.com.pe/cafe-liofilizado-juan-valdez-regular-frasco-50g/p,ok,16.7,20.9,,Plaza Vea,16.7,20.90;16.70,,,Plaza Vea,,True,,True,,,True,7.1,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10553206,Torta Selva Negra Chica Corazón,panaderia,False,https://www.plazavea.com.pe/torta-selva-negra-chica-corazon-pv/p,ok,45.9,45.9,,Plaza Vea,45.9,45.90,,,Plaza Vea,,True,,,,,True,7.2,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10588580,Tomahawk de Cerdo Duroc REDONDOS x kg,carnes,True,https://www.plazavea.com.pe/tomahawk-de-cerdo-duroc-redondos-x-kg-20280862/p,ok,38.3,42.5,,Plaza Vea,26.8,42.50;38.30;26.80,,,Plaza Vea,,True,,True,,26.8,True,6.9,precio menor sin etiqueta de tarjeta; tarjeta en pantalla (26.80) sin card_price en el CSV
2026-09-23,2026-09-23,True,20260921,plaza_vea,10636418,Fideos Spaghetti LAVAGGI Bolsa 450g,abarrotes,False,https://www.plazavea.com.pe/fideos-spaghetti-lavaggi-bolsa-450g/p,ok,3.1,3.1,,Plaza Vea,3.1,3.10,,,Plaza Vea,,True,,,,,True,7.0,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10719585,Helado de Chocolate ZUBZERO Pote 500ml,congelados,False,https://www.plazavea.com.pe/helado-de-chocolate-zubzero-pote-500ml/p,ok,19.9,19.9,,Plaza Vea,19.9,19.90,,,Plaza Vea,,True,,,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10844246,Sopa Instántanea de Carne AJINOMEN Vaso 51g,abarrotes,True,https://www.plazavea.com.pe/sopa-instantanea-de-carne-ajinomen-vaso-51g/p,ok,3.4,3.5,,Plaza Vea,3.4,3.50;3.40,,,Plaza Vea,,True,,True,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,10929931,Chocolates COSTA Vizzio Crunch con Cereal Bolsa 21g,abarrotes,False,https://www.plazavea.com.pe/chocolates-costa-vizzio-crunch-con-cereal-bolsa-21g/p,ok,1.5,1.5,,Plaza Vea,1.5,1.50,,,Plaza Vea,,True,,,,,True,7.4,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11124692,Leche Light sin Lactosa UHT LAIVE Bolsa 800ml,lacteos,False,https://www.plazavea.com.pe/leche-light-sin-lactosa-uht-laive-bolsa-800ml-20358401/p,ok,5.2,5.2,,Plaza Vea,5.2,5.20,,,Plaza Vea,,True,,,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11147899,Bebida Rehidratante POWERADE Maracuyá Botella 600ml,bebidas,False,https://www.plazavea.com.pe/bebida-rehidratante-powerade-maracuya-botella-600ml/p,ok,2.5,2.5,,Plaza Vea,2.5,2.50,,,Plaza Vea,,True,,,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11238902,Vino Tinto GRAN SOMBRERO Cabernet Sauvignon Botella 750ml,licores,False,https://www.plazavea.com.pe/vino-tinto-gran-sombrero-cabernet-sauvignon-botella-750ml/p,ok,94.9,94.9,,Plaza Vea,94.9,94.90,,,Plaza Vea,,True,,,,,True,7.5,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11303330,Queso Edam en Cubos LA CAMPESINA Paquete 300g,quesos_fiambres,False,https://www.plazavea.com.pe/queso-edam-en-cubos-campesina-paquete-300g/p,ok,21.9,21.9,,Plaza Vea,21.9,21.90,,,Plaza Vea,,True,,,,,True,7.2,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11339738,Whisky OLD TIMES Dark Vainilla Botella 750ml,licores,False,https://www.plazavea.com.pe/whisky-old-times-dark-vainilla-botella-750ml/p,ok,23.9,23.9,,Plaza Vea,23.9,23.90,,,Plaza Vea,,True,,,,,True,6.8,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11369,Gaseosa INCA KOLA sin Azúcar Botella 500ml,bebidas,False,https://www.plazavea.com.pe/gaseosa-inca-kola-zero-botella-500ml/p,ok,3.6,3.6,,Plaza Vea,3.6,3.60,,,Plaza Vea,,True,,,,,True,7.5,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11429738,Vino Tinto LA MASCOTA Cabernet Franc Botella 750ml,licores,True,https://www.plazavea.com.pe/vino-tinto-la-mascota-cabernet-franc-botella-750ml/p,ok,52.9,94.9,,Plaza Vea,52.9,94.90;52.90,,,Plaza Vea,,True,,True,,,True,7.1,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11487777,Caramelos Masticables AMBROSOLI Trifruna Minions Bolsa 348g,abarrotes,False,https://www.plazavea.com.pe/caramelos-masticables-ambrosoli-trifruna-minions-bolsa-348g/p,ok,11.2,11.2,,Plaza Vea,11.2,11.20,,,Plaza Vea,,True,,,,,True,7.0,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11612845,Ready To Drink (RTD) PARTY BOX Mix Uva + Lemon Lata 355ml Paquete 4un,packs,True,https://www.plazavea.com.pe/ready-to-drink-rtd-party-box-mix-uvalemon-lata-355ml-paquete-4un/p,ok,23.9,26.9,,Plaza Vea,23.9,26.90;23.90,,,Plaza Vea,,True,,True,,,True,6.9,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11735647,Caldo en Polvo MAGGI Sabor a Gallina Caja 42g,abarrotes,True,https://www.plazavea.com.pe/caldo-en-polvo-maggi-sabor-a-gallina-caja-42g/p,ok,1.9,2.5,,Plaza Vea,1.9,2.50;1.90,,,Plaza Vea,,True,,True,,,True,8.1,
2026-09-23,2026-09-23,True,20260921,plaza_vea,11845040,Menú Chicken Pop con Papas + Ají Paquete 30g,preparados,False,https://www.plazavea.com.pe/menu-chicken-pop-con-papasaji-paquete-30g/p,ok,12.9,12.9,,Plaza Vea,12.9,12.90,,,Plaza Vea,,True,,,,,True,8.0,
