retailer,item_id,inicio,fin,dias,tipo,censurada,categoria_comun
metro,39261165,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39272452,2026-09-20,2026-09-20,1,desaparecido_sin_arbol,True,preparados
metro,39274671,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39275684,2026-09-20,2026-09-20,1,desaparecido_sin_arbol,True,panaderia
metro,39275723,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39280574,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39280824,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
metro,39281751,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
metro,39281856,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
metro,39286108,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39312607,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39312613,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39312617,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39312921,2026-09-20,2026-09-20,1,desaparecido_sin_arbol,True,panaderia
metro,39314277,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39315340,2026-09-20,2026-09-20,1,desaparecido_sin_arbol,True,panaderia
metro,39315342,2026-09-20,2026-09-20,1,desaparecido_sin_arbol,True,panaderia
metro,39315677,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
metro,39318815,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
metro,39318819,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
metro,39321901,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39321907,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39321917,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39321919,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39325865,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39325866,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39325871,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39327519,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39338290,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
metro,39338338,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338341,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338342,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338634,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
metro,39338635,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
metro,39338636,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338637,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
metro,39338638,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39338683,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39338685,2026-09-19,2026-09-20,2,agotado_listado,True,licores
metro,39338704,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338705,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
metro,39338706,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338708,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
metro,39338709,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
metro,39338777,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338778,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
metro,39338787,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
metro,39338789,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
metro,39338809,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
metro,39338810,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
metro,39338811,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
metro,39338829,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
metro,39338936,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39338937,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
metro,39339135,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
metro,39339136,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
metro,39339137,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
metro,39339138,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
metro,9125,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
metro,9135,2026-09-20,2026-09-20,1,agotado_listado,True,frutas_verduras
plaza_vea,10012600,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
plaza_vea,10012680,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10012692,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10012708,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10012744,2026-09-19,2026-09-20,2,agotado_listado,True,congelados
plaza_vea,10015316,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10016108,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10016675,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10017718,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10018023,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018025,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018027,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018029,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018033,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018034,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018035,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018036,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018038,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018040,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018041,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018042,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018043,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018044,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018045,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018046,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10018047,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10020461,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10020785,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10020786,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10020791,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10020797,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10020798,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10020799,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10020828,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10020886,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10020947,2026-09-19,2026-09-19,1,agotado_listado,False,panaderia
plaza_vea,10021855,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10021856,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10023355,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10023358,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10023361,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10023364,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10026079,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10026308,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026309,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026372,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026373,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026374,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026375,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026376,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026377,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10026378,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10028407,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10028413,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10029148,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10030157,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10030415,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10030942,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10030944,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10030945,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10031466,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031467,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031468,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031469,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031474,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031475,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031476,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031477,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10031478,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10031479,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10031480,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10031481,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10031626,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10031627,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10031633,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10033839,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
plaza_vea,10033840,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
plaza_vea,10033906,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10035385,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10035386,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10035390,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10035391,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10035590,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10036435,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10038059,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10038060,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10038341,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10039600,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10039613,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10040935,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10044012,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10044014,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10044025,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10048583,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10048584,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10048589,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10051474,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10051480,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10052434,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10052467,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10053,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10053477,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10053563,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10053803,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10054242,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10054243,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10054244,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10054265,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10054805,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
plaza_vea,10055218,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10055222,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10055228,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10055457,2026-09-20,2026-09-20,1,agotado_listado,True,panaderia
plaza_vea,10055767,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
plaza_vea,10055832,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10056144,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10056593,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10056694,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10056695,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10056866,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
plaza_vea,10056867,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10056870,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10056872,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10058981,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
plaza_vea,10059185,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10059186,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10059188,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10059199,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10059200,2026-09-19,2026-09-19,1,agotado_listado,False,preparados
plaza_vea,10059201,2026-09-19,2026-09-20,2,agotado_listado,True,carnes
plaza_vea,10059461,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10059973,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10060012,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10060085,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10060386,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10060394,2026-09-19,2026-09-19,1,agotado_listado,False,licores
plaza_vea,10060420,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10060422,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10061546,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10061547,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10061593,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10061598,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10061609,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10061611,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10061612,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10061613,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10062439,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10062453,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10062456,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10063,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10064,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10064627,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10064634,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10070620,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10071047,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10071049,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10071051,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10071068,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10071545,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10071546,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10071578,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10071857,2026-09-19,2026-09-20,2,agotado_listado,True,congelados
plaza_vea,10081,2026-09-19,2026-09-19,1,agotado_listado,False,panaderia
plaza_vea,10083522,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
plaza_vea,10083590,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10083592,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10087190,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10087191,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10087202,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10091932,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10091934,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10092868,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10101577,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10104723,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10109792,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
plaza_vea,10111056,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10111062,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10116368,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10116430,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10117153,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10118358,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
plaza_vea,10119653,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10119659,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10119863,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10120465,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10121799,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
plaza_vea,10124021,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10124023,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10125938,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10127638,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10127639,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10128889,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10128895,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10138333,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10138334,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10138335,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10138349,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10138436,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138437,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138438,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10138439,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138443,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10138446,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138507,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138512,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10138573,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138574,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138631,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138632,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10138633,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10138651,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10138744,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10138746,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10138879,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10138880,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10138885,2026-09-19,2026-09-20,2,agotado_listado,True,desayuno
plaza_vea,10144393,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10144396,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10151219,2026-09-19,2026-09-19,1,agotado_listado,False,carnes
plaza_vea,10151223,2026-09-19,2026-09-19,1,agotado_listado,False,carnes
plaza_vea,10151254,2026-09-19,2026-09-19,1,agotado_listado,False,carnes
plaza_vea,10151255,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10155545,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10161626,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10161630,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10161664,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10170,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10170133,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10170135,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10170143,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10171,2026-09-19,2026-09-20,2,agotado_listado,True,panaderia
plaza_vea,10173103,2026-09-19,2026-09-20,2,agotado_listado,True,preparados
plaza_vea,10173444,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10173452,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10173454,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10173455,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10173459,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10173463,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10176728,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10176729,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10176731,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10187138,2026-09-20,2026-09-20,1,agotado_listado,True,saludable
plaza_vea,10187139,2026-09-20,2026-09-20,1,agotado_listado,True,saludable
plaza_vea,10187142,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10193903,2026-09-19,2026-09-20,2,agotado_listado,True,frutas_verduras
plaza_vea,10194513,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10194515,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10194517,2026-09-19,2026-09-20,2,agotado_listado,True,saludable
plaza_vea,10207286,2026-09-19,2026-09-20,2,agotado_listado,True,abarrotes
plaza_vea,10207319,2026-09-19,2026-09-20,2,agotado_listado,True,bebidas
plaza_vea,10207326,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10207331,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
plaza_vea,10207382,2026-09-19,2026-09-20,2,agotado_listado,True,licores
plaza_vea,10212268,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10212274,2026-09-19,2026-09-20,2,agotado_listado,True,quesos_fiambres
plaza_vea,10212477,2026-09-19,2026-09-20,2,agotado_listado,True,lacteos
